Sep = ,
"Delimiter = ,"
AethLabs
Device ID = AE51-S5-802-1309
Application version = 2.2.4.0
Flow = 149 ml/min
Timebase = 30 s
Start date = 2015/05/19
Start time = 14:05:00
Original date format = yyyy/MM/dd
Original time format = hh:mm:ss
Flow units = ml/min
PCB temp units = deg C
Battery units = %
BC units = ng/m^3

Date,Time,Ref,Sen,ATN,Flow,PCB temp,Status,Battery,BC

2015/05/19,14:05:00,893846,913421,"-2.166",149,24,0,100,
2015/05/19,14:05:30,893714,913272,"-2.165",149,24,0,100,118
2015/05/19,14:06:00,893687,913220,"-2.162",149,24,0,100,204
2015/05/19,14:06:30,893650,913175,"-2.161",149,24,0,100,60
2015/05/19,14:07:00,893613,913123,"-2.160",149,24,0,100,118
2015/05/19,14:07:30,893559,913056,"-2.158",149,24,0,100,99
2015/05/19,14:08:00,893498,912969,"-2.156",149,24,0,100,206
2015/05/19,14:08:30,893450,912909,"-2.155",149,24,0,100,91
2015/05/19,14:09:00,893412,912858,"-2.153",149,24,0,100,102
2015/05/19,14:09:30,893384,912821,"-2.152",149,24,0,100,70
2015/05/19,14:10:00,893346,912767,"-2.151",149,25,0,100,127
2015/05/19,14:10:30,893248,912659,"-2.150",149,25,0,100,66
2015/05/19,14:11:00,893227,912619,"-2.148",149,25,0,100,155
2015/05/19,14:11:30,893196,912578,"-2.147",149,25,0,100,78
2015/05/19,14:12:00,893151,912510,"-2.144",149,25,0,100,184
2015/05/19,14:12:30,893090,912427,"-2.142",149,25,0,100,173
2015/05/19,14:13:00,893013,912318,"-2.139",149,25,0,100,253
2015/05/19,14:13:30,893006,912280,"-2.135",149,25,0,100,258
2015/05/19,14:14:00,892975,912222,"-2.132",149,25,0,100,220
2015/05/19,14:14:30,893041,912269,"-2.130",149,25,0,100,171
2015/05/19,14:15:00,893013,912215,"-2.127",149,25,0,100,212
2015/05/19,14:15:30,892985,912169,"-2.126",149,25,0,100,145
2015/05/19,14:16:00,892947,912099,"-2.122",149,25,0,100,261
2015/05/19,14:16:30,892915,912042,"-2.119",149,25,0,100,203
2015/05/19,14:17:00,892861,911953,"-2.116",149,25,0,100,283
2015/05/19,14:17:30,892831,911887,"-2.112",149,25,0,100,296
2015/05/19,14:18:00,892794,911826,"-2.109",150,25,0,100,193
2015/05/19,14:18:30,892838,911859,"-2.108",149,25,0,100,100
2015/05/19,14:19:00,892684,911670,"-2.105",149,25,0,100,265
2015/05/19,14:19:30,892621,911569,"-2.101",150,25,0,100,305
2015/05/19,14:20:00,892591,911517,"-2.098",149,25,0,100,179
2015/05/19,14:20:30,892584,911471,"-2.094",148,25,0,100,327
2015/05/19,14:21:00,892537,911385,"-2.090",149,25,0,100,318
2015/05/19,14:21:30,892475,911306,"-2.088",150,25,0,100,130
2015/05/19,14:22:00,892403,911201,"-2.085",150,25,0,100,262
2015/05/19,14:22:30,892387,911152,"-2.081",150,25,0,100,271
2015/05/19,14:23:00,892353,911086,"-2.078",150,25,0,100,260
2015/05/19,14:23:30,892339,911039,"-2.074",150,25,0,100,272
